# BUSCO version is: 3.1.0 
# The lineage dataset is: mollusca_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 5295)
# To reproduce this run: python /programs/busco-3.1.0/scripts/run_BUSCO.py -i ./Similis_Trinity.fasta -o trinityBUSCO_Similis -l ./mollusca_odb10/ -m transcriptome -c 22
#
# Busco id	Status	Sequence	Score	Length
549at6447	Fragmented	TRINITY_DN11306_c0_g3_i1	933.0	581
5501at6447	Missing
5502at6447	Missing
5504at6447	Complete	TRINITY_DN20104_c0_g1_i6	476.6	498
5505at6447	Duplicated	TRINITY_DN9_c0_g1_i1	502.7	448
5505at6447	Duplicated	TRINITY_DN9_c0_g1_i4	502.6	448
5505at6447	Duplicated	TRINITY_DN9_c0_g1_i6	502.7	448
5506at6447	Missing
5509at6447	Duplicated	TRINITY_DN31857_c1_g1_i1	630.3	578
5509at6447	Duplicated	TRINITY_DN31857_c1_g1_i2	630.2	579
550at6447	Duplicated	TRINITY_DN18809_c0_g1_i2	1485.3	1196
550at6447	Duplicated	TRINITY_DN18809_c0_g1_i4	1502.5	1063
5511at6447	Complete	TRINITY_DN767_c0_g1_i2	408.0	216
5512at6447	Duplicated	TRINITY_DN9485_c0_g1_i1	460.9	278
5512at6447	Duplicated	TRINITY_DN9485_c0_g1_i2	461.0	278
5512at6447	Duplicated	TRINITY_DN9485_c0_g1_i3	460.8	278
5513at6447	Missing
5514at6447	Complete	TRINITY_DN39606_c0_g1_i1	425.9	302
5515at6447	Missing
5516at6447	Duplicated	TRINITY_DN11468_c0_g1_i1	413.0	200
5516at6447	Duplicated	TRINITY_DN11468_c0_g1_i10	412.9	200
5516at6447	Duplicated	TRINITY_DN11468_c0_g1_i6	413.8	200
5518at6447	Complete	TRINITY_DN17614_c0_g1_i1	424.3	330
5524at6447	Duplicated	TRINITY_DN10596_c0_g2_i1	389.4	252
5524at6447	Duplicated	TRINITY_DN10596_c0_g2_i2	410.1	280
5524at6447	Duplicated	TRINITY_DN10596_c0_g2_i3	398.4	275
5525at6447	Complete	TRINITY_DN5036_c0_g1_i1	465.7	321
5526at6447	Missing
5527at6447	Missing
5528at6447	Missing
552at6447	Missing
5534at6447	Missing
5535at6447	Complete	TRINITY_DN18073_c0_g1_i1	356.9	475
5536at6447	Complete	TRINITY_DN4907_c0_g2_i1	468.3	727
5539at6447	Duplicated	TRINITY_DN9696_c2_g1_i2	437.5	264
5539at6447	Duplicated	TRINITY_DN9696_c2_g1_i3	436.7	275
5539at6447	Duplicated	TRINITY_DN9696_c2_g1_i4	437.5	264
5540at6447	Complete	TRINITY_DN38763_c0_g1_i1	403.0	257
5541at6447	Duplicated	TRINITY_DN19229_c0_g1_i1	494.2	322
5541at6447	Duplicated	TRINITY_DN19229_c0_g1_i2	494.2	322
5542at6447	Complete	TRINITY_DN2929_c0_g1_i10	492.6	272
5545at6447	Complete	TRINITY_DN8219_c0_g1_i1	472.4	335
5546at6447	Missing
5549at6447	Duplicated	TRINITY_DN12951_c0_g1_i3	655.2	1347
5549at6447	Duplicated	TRINITY_DN12951_c0_g1_i4	655.7	1346
5549at6447	Duplicated	TRINITY_DN12951_c0_g1_i6	656.2	1346
5551at6447	Duplicated	TRINITY_DN10799_c0_g1_i10	339.8	249
5551at6447	Duplicated	TRINITY_DN10799_c0_g1_i5	337.4	252
5551at6447	Duplicated	TRINITY_DN10799_c0_g1_i8	337.0	252
5553at6447	Missing
5554at6447	Duplicated	TRINITY_DN3900_c0_g1_i4	475.7	295
5554at6447	Duplicated	TRINITY_DN3900_c0_g1_i5	482.6	301
5559at6447	Duplicated	TRINITY_DN7159_c1_g1_i1	506.4	296
5559at6447	Duplicated	TRINITY_DN7159_c1_g1_i2	506.4	296
555at6447	Complete	TRINITY_DN7634_c1_g4_i1	600.1	375
5561at6447	Missing
5562at6447	Missing
5563at6447	Complete	TRINITY_DN39388_c0_g1_i1	392.3	330
5566at6447	Complete	TRINITY_DN13021_c0_g1_i2	395.4	221
5567at6447	Complete	TRINITY_DN404_c1_g1_i4	401.7	388
5568at6447	Missing
5569at6447	Missing
556at6447	Missing
5571at6447	Missing
5572at6447	Duplicated	TRINITY_DN45970_c0_g1_i1	461.0	241
5572at6447	Duplicated	TRINITY_DN45970_c0_g1_i2	461.0	241
5573at6447	Complete	TRINITY_DN4673_c3_g1_i2	403.2	283
5574at6447	Duplicated	TRINITY_DN13760_c0_g1_i1	570.5	529
5574at6447	Duplicated	TRINITY_DN13760_c0_g1_i5	541.3	532
5577at6447	Missing
5578at6447	Duplicated	TRINITY_DN36382_c0_g1_i1	458.5	301
5578at6447	Duplicated	TRINITY_DN36382_c0_g1_i2	458.6	301
5581at6447	Complete	TRINITY_DN14179_c0_g1_i1	490.1	320
5585at6447	Duplicated	TRINITY_DN6141_c0_g2_i1	459.2	645
5585at6447	Duplicated	TRINITY_DN6141_c0_g2_i3	461.4	637
558at6447	Duplicated	TRINITY_DN36362_c0_g1_i1	1467.4	961
558at6447	Duplicated	TRINITY_DN36362_c0_g1_i3	1467.4	961
5594at6447	Duplicated	TRINITY_DN10148_c0_g1_i1	503.7	285
5594at6447	Duplicated	TRINITY_DN10148_c0_g1_i2	504.0	285
5596at6447	Complete	TRINITY_DN20857_c0_g1_i1	408.1	324
5600at6447	Missing
5602at6447	Complete	TRINITY_DN1299_c0_g1_i5	527.4	428
5603at6447	Complete	TRINITY_DN151_c2_g1_i1	315.0	438
5608at6447	Complete	TRINITY_DN1249_c1_g1_i3	506.4	253
5609at6447	Duplicated	TRINITY_DN1186_c0_g1_i1	481.2	235
5609at6447	Duplicated	TRINITY_DN1186_c0_g1_i2	481.1	235
5610at6447	Duplicated	TRINITY_DN3569_c0_g1_i1	235.9	235
5610at6447	Duplicated	TRINITY_DN3569_c0_g1_i2	235.9	235
5612at6447	Missing
5613at6447	Duplicated	TRINITY_DN6233_c0_g1_i3	431.9	215
5613at6447	Duplicated	TRINITY_DN6233_c0_g1_i4	433.1	215
5614at6447	Duplicated	TRINITY_DN5391_c0_g1_i10	527.5	342
5614at6447	Duplicated	TRINITY_DN5391_c0_g1_i5	527.5	342
5614at6447	Duplicated	TRINITY_DN5391_c0_g1_i6	527.6	342
5615at6447	Complete	TRINITY_DN50244_c0_g1_i1	389.2	236
5616at6447	Complete	TRINITY_DN600_c0_g1_i1	401.6	241
5617at6447	Complete	TRINITY_DN56434_c0_g1_i1	434.6	247
5618at6447	Missing
5619at6447	Missing
561at6447	Missing
5621at6447	Duplicated	TRINITY_DN8470_c0_g1_i1	669.1	545
5621at6447	Duplicated	TRINITY_DN8470_c0_g1_i2	669.1	545
5622at6447	Duplicated	TRINITY_DN27397_c0_g1_i1	423.0	280
5622at6447	Duplicated	TRINITY_DN27397_c0_g1_i2	423.1	280
5623at6447	Duplicated	TRINITY_DN33754_c0_g1_i1	272.1	238
5623at6447	Duplicated	TRINITY_DN33754_c0_g1_i2	272.0	238
5624at6447	Complete	TRINITY_DN8961_c0_g1_i1	473.9	333
562at6447	Duplicated	TRINITY_DN2675_c0_g1_i12	1065.0	899
562at6447	Duplicated	TRINITY_DN2675_c0_g1_i3	1062.9	895
562at6447	Duplicated	TRINITY_DN2675_c0_g1_i8	1062.6	894
5630at6447	Duplicated	TRINITY_DN5253_c0_g1_i1	580.6	886
5630at6447	Duplicated	TRINITY_DN5253_c0_g1_i6	660.8	933
5632at6447	Duplicated	TRINITY_DN2876_c0_g1_i4	472.2	302
5632at6447	Duplicated	TRINITY_DN2876_c0_g1_i6	472.2	302
5632at6447	Duplicated	TRINITY_DN2876_c0_g1_i8	472.5	302
5639at6447	Complete	TRINITY_DN12558_c0_g1_i3	428.9	225
5640at6447	Duplicated	TRINITY_DN1223_c0_g1_i1	451.8	232
5640at6447	Duplicated	TRINITY_DN1223_c0_g1_i3	451.9	232
5641at6447	Complete	TRINITY_DN34455_c0_g1_i1	451.4	245
5649at6447	Missing
5652at6447	Duplicated	TRINITY_DN4405_c1_g1_i2	373.3	557
5652at6447	Duplicated	TRINITY_DN4405_c1_g1_i3	374.7	557
5656at6447	Missing
5658at6447	Duplicated	TRINITY_DN536_c2_g1_i5	390.2	266
5658at6447	Duplicated	TRINITY_DN536_c2_g1_i6	391.8	266
5658at6447	Duplicated	TRINITY_DN536_c2_g1_i8	376.1	264
565at6447	Missing
5663at6447	Complete	TRINITY_DN46823_c0_g1_i1	326.9	212
5664at6447	Missing
5665at6447	Complete	TRINITY_DN16678_c0_g1_i1	345.7	217
5667at6447	Fragmented	TRINITY_DN28910_c0_g1_i1	198.6	167
5668at6447	Duplicated	TRINITY_DN14878_c0_g1_i20	546.2	461
5668at6447	Duplicated	TRINITY_DN14878_c0_g1_i30	500.4	427
5668at6447	Duplicated	TRINITY_DN14878_c0_g1_i6	493.6	429
5669at6447	Duplicated	TRINITY_DN539_c0_g1_i13	540.2	476
5669at6447	Duplicated	TRINITY_DN539_c0_g1_i21	540.2	476
5669at6447	Duplicated	TRINITY_DN539_c0_g1_i30	550.8	487
566at6447	Duplicated	TRINITY_DN8953_c0_g1_i1	1418.1	702
566at6447	Duplicated	TRINITY_DN8953_c0_g1_i2	1418.0	702
5677at6447	Duplicated	TRINITY_DN968_c0_g1_i17	411.9	333
5677at6447	Duplicated	TRINITY_DN968_c0_g1_i6	412.3	334
5677at6447	Duplicated	TRINITY_DN968_c0_g1_i7	412.7	334
5678at6447	Duplicated	TRINITY_DN8205_c0_g1_i11	524.5	903
5678at6447	Duplicated	TRINITY_DN8205_c0_g1_i14	524.5	903
5678at6447	Duplicated	TRINITY_DN8205_c0_g1_i4	524.5	903
5679at6447	Duplicated	TRINITY_DN31004_c0_g1_i3	565.8	571
5679at6447	Duplicated	TRINITY_DN31004_c0_g1_i4	567.5	586
5679at6447	Duplicated	TRINITY_DN31004_c0_g1_i6	508.2	476
567at6447	Duplicated	TRINITY_DN1162_c0_g1_i1	1618.4	900
567at6447	Duplicated	TRINITY_DN1162_c0_g1_i4	1618.6	900
567at6447	Duplicated	TRINITY_DN1162_c0_g1_i5	1618.4	900
5685at6447	Missing
5686at6447	Duplicated	TRINITY_DN6268_c1_g1_i1	350.0	278
5686at6447	Duplicated	TRINITY_DN6268_c1_g1_i2	349.8	278
5686at6447	Duplicated	TRINITY_DN6268_c1_g1_i4	349.9	278
5687at6447	Missing
5688at6447	Complete	TRINITY_DN40291_c0_g2_i1	890.8	522
568at6447	Complete	TRINITY_DN17353_c0_g1_i1	805.3	528
5692at6447	Complete	TRINITY_DN13963_c0_g1_i1	473.8	381
5693at6447	Complete	TRINITY_DN11104_c0_g1_i1	446.4	410
5695at6447	Complete	TRINITY_DN14413_c0_g1_i2	663.4	645
5696at6447	Duplicated	TRINITY_DN3144_c0_g1_i2	771.9	1468
5696at6447	Duplicated	TRINITY_DN3144_c0_g1_i6	767.3	1440
5696at6447	Duplicated	TRINITY_DN3144_c0_g1_i8	769.0	1430
569at6447	Duplicated	TRINITY_DN5371_c0_g1_i11	1409.4	976
569at6447	Duplicated	TRINITY_DN5371_c0_g1_i4	1409.5	976
5701at6447	Complete	TRINITY_DN7962_c0_g2_i4	495.4	269
5703at6447	Complete	TRINITY_DN824_c1_g1_i1	495.7	267
5704at6447	Missing
5710at6447	Missing
5711at6447	Duplicated	TRINITY_DN2642_c1_g1_i4	489.4	353
5711at6447	Duplicated	TRINITY_DN2642_c1_g1_i5	489.3	353
5711at6447	Duplicated	TRINITY_DN2642_c1_g1_i6	489.3	353
5713at6447	Duplicated	TRINITY_DN330_c0_g1_i1	411.4	204
5713at6447	Duplicated	TRINITY_DN330_c0_g1_i2	411.4	204
5716at6447	Complete	TRINITY_DN51244_c0_g1_i1	233.7	138
5719at6447	Duplicated	TRINITY_DN6219_c0_g1_i18	1295.0	965
5719at6447	Duplicated	TRINITY_DN6219_c0_g1_i24	1295.0	965
5719at6447	Duplicated	TRINITY_DN6219_c0_g1_i25	1305.8	898
5721at6447	Complete	TRINITY_DN10170_c0_g1_i4	481.6	367
5722at6447	Duplicated	TRINITY_DN13783_c0_g1_i6	386.4	291
5722at6447	Duplicated	TRINITY_DN13783_c0_g1_i7	386.5	291
5723at6447	Duplicated	TRINITY_DN15611_c0_g1_i4	416.4	258
5723at6447	Duplicated	TRINITY_DN15611_c0_g1_i5	416.7	258
5723at6447	Duplicated	TRINITY_DN15611_c0_g1_i6	417.7	258
5726at6447	Duplicated	TRINITY_DN19557_c0_g2_i1	457.3	284
5726at6447	Duplicated	TRINITY_DN19557_c0_g2_i2	457.3	284
5727at6447	Complete	TRINITY_DN5335_c1_g2_i3	381.5	308
5729at6447	Missing
5734at6447	Duplicated	TRINITY_DN7166_c0_g1_i2	441.8	308
5734at6447	Duplicated	TRINITY_DN7166_c0_g1_i4	441.7	308
5737at6447	Complete	TRINITY_DN20377_c0_g2_i3	512.1	644
5738at6447	Complete	TRINITY_DN71722_c0_g1_i1	404.7	221
5741at6447	Fragmented	TRINITY_DN24347_c0_g1_i1	355.0	218
5742at6447	Complete	TRINITY_DN2040_c1_g1_i1	418.4	289
5743at6447	Complete	TRINITY_DN31359_c0_g1_i1	460.0	273
5744at6447	Duplicated	TRINITY_DN2532_c1_g1_i1	389.0	287
5744at6447	Duplicated	TRINITY_DN2532_c1_g1_i2	389.0	287
5745at6447	Complete	TRINITY_DN45825_c0_g1_i1	351.7	274
5748at6447	Duplicated	TRINITY_DN1578_c0_g1_i3	417.2	309
5748at6447	Duplicated	TRINITY_DN1578_c0_g1_i4	419.5	309
5748at6447	Duplicated	TRINITY_DN1578_c0_g1_i5	417.2	309
574at6447	Duplicated	TRINITY_DN27526_c0_g1_i4	1300.3	850
574at6447	Duplicated	TRINITY_DN27526_c0_g1_i5	1464.1	914
574at6447	Duplicated	TRINITY_DN27526_c0_g1_i7	1468.1	929
5751at6447	Complete	TRINITY_DN12_c1_g1_i4	506.7	382
5752at6447	Duplicated	TRINITY_DN5884_c0_g1_i10	424.6	367
5752at6447	Duplicated	TRINITY_DN5884_c0_g1_i4	424.7	365
5752at6447	Duplicated	TRINITY_DN5884_c0_g1_i5	424.8	365
5753at6447	Duplicated	TRINITY_DN4599_c0_g1_i1	571.2	491
5753at6447	Duplicated	TRINITY_DN4599_c0_g1_i7	571.1	491
5753at6447	Duplicated	TRINITY_DN4599_c0_g1_i8	568.6	473
5759at6447	Duplicated	TRINITY_DN17268_c2_g1_i1	424.1	236
5759at6447	Duplicated	TRINITY_DN17268_c2_g1_i2	424.0	236
5759at6447	Duplicated	TRINITY_DN17268_c2_g1_i3	424.1	236
575at6447	Duplicated	TRINITY_DN2758_c0_g1_i1	1489.5	865
575at6447	Duplicated	TRINITY_DN2758_c0_g1_i8	1489.5	865
5760at6447	Duplicated	TRINITY_DN8988_c0_g1_i1	405.4	311
5760at6447	Duplicated	TRINITY_DN8988_c0_g1_i4	405.4	311
5760at6447	Duplicated	TRINITY_DN8988_c0_g1_i5	405.4	311
5762at6447	Duplicated	TRINITY_DN2414_c1_g2_i2	531.3	313
5762at6447	Duplicated	TRINITY_DN2414_c1_g2_i3	532.6	313
5763at6447	Duplicated	TRINITY_DN7983_c0_g1_i1	438.5	308
5763at6447	Duplicated	TRINITY_DN7983_c0_g1_i2	438.5	308
5763at6447	Duplicated	TRINITY_DN7983_c0_g1_i3	438.5	308
5765at6447	Missing
5767at6447	Missing
576at6447	Missing
5774at6447	Duplicated	TRINITY_DN13050_c0_g1_i1	487.8	285
5774at6447	Duplicated	TRINITY_DN6169_c0_g2_i1	425.1	240
5775at6447	Missing
5780at6447	Missing
5781at6447	Duplicated	TRINITY_DN7191_c0_g1_i1	552.3	397
5781at6447	Duplicated	TRINITY_DN7191_c0_g1_i3	529.3	389
5781at6447	Duplicated	TRINITY_DN7191_c0_g1_i4	551.6	399
5782at6447	Missing
5785at6447	Missing
5786at6447	Duplicated	TRINITY_DN968_c1_g1_i13	803.8	954
5786at6447	Duplicated	TRINITY_DN968_c1_g1_i2	805.1	954
5786at6447	Duplicated	TRINITY_DN968_c1_g1_i4	805.1	954
5788at6447	Duplicated	TRINITY_DN5013_c0_g3_i1	557.8	511
5788at6447	Duplicated	TRINITY_DN5013_c0_g3_i2	557.7	511
5789at6447	Duplicated	TRINITY_DN760_c0_g1_i1	658.3	619
5789at6447	Duplicated	TRINITY_DN760_c0_g1_i4	601.5	509
5789at6447	Duplicated	TRINITY_DN760_c0_g1_i8	601.6	509
578at6447	Duplicated	TRINITY_DN20942_c0_g1_i17	1467.7	1518
578at6447	Duplicated	TRINITY_DN20942_c0_g1_i2	1467.6	1518
578at6447	Duplicated	TRINITY_DN20942_c0_g1_i3	1467.5	1518
5795at6447	Duplicated	TRINITY_DN10672_c0_g2_i1	471.4	334
5795at6447	Duplicated	TRINITY_DN10672_c0_g2_i2	471.2	334
5799at6447	Duplicated	TRINITY_DN4814_c0_g1_i1	318.2	232
5799at6447	Duplicated	TRINITY_DN4814_c0_g1_i3	318.0	232
5799at6447	Duplicated	TRINITY_DN4814_c0_g1_i4	318.2	232
579at6447	Duplicated	TRINITY_DN4075_c0_g1_i2	1397.0	707
579at6447	Duplicated	TRINITY_DN4075_c0_g1_i4	1396.6	707
579at6447	Duplicated	TRINITY_DN4075_c0_g1_i5	1396.5	707
57at6447	Missing
5800at6447	Missing
5801at6447	Duplicated	TRINITY_DN9166_c0_g1_i1	374.2	274
5801at6447	Duplicated	TRINITY_DN9166_c0_g1_i3	380.3	241
5801at6447	Duplicated	TRINITY_DN9166_c0_g1_i4	380.3	241
5804at6447	Missing
5805at6447	Complete	TRINITY_DN8613_c0_g1_i1	422.0	270
5808at6447	Missing
5812at6447	Complete	TRINITY_DN15404_c0_g1_i1	470.4	339
5813at6447	Duplicated	TRINITY_DN19107_c0_g1_i1	440.8	371
5813at6447	Duplicated	TRINITY_DN19107_c0_g1_i2	439.5	371
5813at6447	Duplicated	TRINITY_DN19107_c0_g1_i3	438.6	371
5814at6447	Duplicated	TRINITY_DN15173_c0_g1_i1	346.7	275
5814at6447	Duplicated	TRINITY_DN15173_c0_g1_i2	345.2	316
5814at6447	Duplicated	TRINITY_DN15173_c0_g1_i3	350.1	275
5815at6447	Complete	TRINITY_DN59282_c0_g1_i1	495.1	327
5817at6447	Missing
5818at6447	Missing
5819at6447	Missing
581at6447	Duplicated	TRINITY_DN4893_c0_g1_i1	1511.1	933
581at6447	Duplicated	TRINITY_DN4893_c0_g1_i2	1511.1	933
581at6447	Duplicated	TRINITY_DN4893_c0_g1_i3	1511.2	933
5822at6447	Missing
5824at6447	Complete	TRINITY_DN35087_c0_g1_i1	422.3	350
5825at6447	Complete	TRINITY_DN3133_c0_g1_i5	344.1	530
5826at6447	Complete	TRINITY_DN458_c0_g1_i1	391.6	203
5828at6447	Duplicated	TRINITY_DN18063_c1_g2_i1	424.4	264
5828at6447	Duplicated	TRINITY_DN18063_c1_g2_i3	424.4	264
582at6447	Duplicated	TRINITY_DN8528_c0_g1_i10	1641.0	898
582at6447	Duplicated	TRINITY_DN8528_c0_g1_i14	1638.6	898
582at6447	Duplicated	TRINITY_DN8528_c0_g1_i15	1640.0	898
5835at6447	Missing
5837at6447	Duplicated	TRINITY_DN1844_c0_g1_i1	412.3	244
5837at6447	Duplicated	TRINITY_DN1844_c0_g1_i2	412.1	244
5837at6447	Duplicated	TRINITY_DN1844_c0_g1_i3	411.9	244
5838at6447	Missing
5839at6447	Missing
5841at6447	Complete	TRINITY_DN6482_c0_g2_i1	385.3	275
5843at6447	Complete	TRINITY_DN9694_c0_g1_i1	511.9	390
5845at6447	Duplicated	TRINITY_DN6711_c0_g1_i11	470.2	378
5845at6447	Duplicated	TRINITY_DN6711_c0_g1_i4	470.2	378
5845at6447	Duplicated	TRINITY_DN6711_c0_g1_i6	470.2	378
5847at6447	Duplicated	TRINITY_DN9744_c0_g1_i3	748.8	644
5847at6447	Duplicated	TRINITY_DN9744_c0_g1_i4	707.0	645
5847at6447	Duplicated	TRINITY_DN9744_c0_g1_i5	749.3	644
584at6447	Complete	TRINITY_DN14281_c0_g2_i1	1551.4	937
5850at6447	Duplicated	TRINITY_DN21155_c0_g1_i2	445.0	262
5850at6447	Duplicated	TRINITY_DN21155_c0_g1_i4	406.2	241
5852at6447	Duplicated	TRINITY_DN21073_c1_g2_i1	458.3	277
5852at6447	Duplicated	TRINITY_DN21073_c1_g2_i2	458.3	277
5853at6447	Duplicated	TRINITY_DN2948_c0_g1_i1	419.1	289
5853at6447	Duplicated	TRINITY_DN2948_c0_g1_i2	413.2	295
5855at6447	Missing
5857at6447	Duplicated	TRINITY_DN61146_c0_g1_i2	410.8	385
5857at6447	Duplicated	TRINITY_DN61146_c0_g1_i4	349.2	366
5858at6447	Duplicated	TRINITY_DN6319_c0_g1_i4	533.5	412
5858at6447	Duplicated	TRINITY_DN6319_c0_g1_i5	534.7	421
5858at6447	Duplicated	TRINITY_DN6319_c0_g1_i6	534.6	421
5860at6447	Complete	TRINITY_DN25114_c0_g1_i7	220.4	298
5865at6447	Duplicated	TRINITY_DN1074_c0_g1_i15	426.9	379
5865at6447	Duplicated	TRINITY_DN1074_c0_g1_i17	429.8	322
5865at6447	Duplicated	TRINITY_DN1074_c0_g1_i2	429.9	335
5866at6447	Missing
5869at6447	Duplicated	TRINITY_DN753_c0_g1_i1	607.8	352
5869at6447	Duplicated	TRINITY_DN753_c0_g1_i2	607.8	352
586at6447	Duplicated	TRINITY_DN18742_c0_g1_i3	1429.5	934
586at6447	Duplicated	TRINITY_DN18742_c0_g1_i4	1429.5	934
586at6447	Duplicated	TRINITY_DN18742_c0_g1_i6	1249.5	774
5870at6447	Duplicated	TRINITY_DN21999_c0_g1_i1	382.6	276
5870at6447	Duplicated	TRINITY_DN21999_c0_g1_i4	383.1	276
5870at6447	Duplicated	TRINITY_DN21999_c0_g1_i5	380.8	298
5871at6447	Complete	TRINITY_DN3923_c0_g1_i2	358.7	191
5872at6447	Missing
5874at6447	Complete	TRINITY_DN78144_c0_g1_i1	335.8	241
5875at6447	Missing
5876at6447	Missing
5879at6447	Missing
5881at6447	Complete	TRINITY_DN30755_c1_g1_i1	488.1	360
5882at6447	Missing
5886at6447	Missing
5888at6447	Complete	TRINITY_DN18354_c0_g3_i3	427.6	229
5889at6447	Complete	TRINITY_DN5136_c0_g1_i4	389.3	247
588at6447	Complete	TRINITY_DN14585_c0_g1_i2	1217.7	1086
5890at6447	Duplicated	TRINITY_DN23630_c0_g1_i3	464.4	284
5890at6447	Duplicated	TRINITY_DN23630_c0_g1_i5	464.3	284
5891at6447	Duplicated	TRINITY_DN18922_c0_g1_i1	438.5	262
5891at6447	Duplicated	TRINITY_DN18922_c0_g1_i3	437.8	262
5891at6447	Duplicated	TRINITY_DN18922_c0_g1_i4	438.5	262
5892at6447	Complete	TRINITY_DN19513_c0_g3_i1	315.9	230
5895at6447	Complete	TRINITY_DN38359_c0_g1_i1	407.5	389
5896at6447	Duplicated	TRINITY_DN6270_c0_g1_i2	404.5	414
5896at6447	Duplicated	TRINITY_DN6270_c0_g1_i4	442.0	414
5898at6447	Missing
5899at6447	Duplicated	TRINITY_DN16414_c0_g1_i2	361.5	199
5899at6447	Duplicated	TRINITY_DN16414_c0_g1_i3	359.8	199
5899at6447	Duplicated	TRINITY_DN16414_c0_g1_i5	359.4	199
589at6447	Duplicated	TRINITY_DN17108_c0_g1_i1	1475.2	824
589at6447	Duplicated	TRINITY_DN17108_c0_g1_i2	1475.5	824
5900at6447	Missing
5901at6447	Missing
5902at6447	Complete	TRINITY_DN3362_c1_g1_i10	434.6	289
5903at6447	Complete	TRINITY_DN23462_c0_g1_i1	497.2	277
5904at6447	Duplicated	TRINITY_DN6600_c0_g1_i1	429.8	265
5904at6447	Duplicated	TRINITY_DN6600_c0_g1_i5	429.7	265
5907at6447	Duplicated	TRINITY_DN607_c2_g1_i1	480.9	326
5907at6447	Duplicated	TRINITY_DN607_c2_g1_i2	478.8	326
5907at6447	Duplicated	TRINITY_DN607_c2_g1_i3	478.9	326
5908at6447	Fragmented	TRINITY_DN24117_c0_g1_i1	449.2	302
5909at6447	Fragmented	TRINITY_DN22885_c0_g2_i1	351.8	232
590at6447	Duplicated	TRINITY_DN7993_c2_g1_i1	1265.9	792
590at6447	Duplicated	TRINITY_DN7993_c2_g1_i2	1263.3	779
590at6447	Duplicated	TRINITY_DN7993_c2_g1_i3	1404.0	866
5910at6447	Duplicated	TRINITY_DN4608_c0_g1_i2	512.6	428
5910at6447	Duplicated	TRINITY_DN4608_c0_g1_i3	518.5	364
5910at6447	Duplicated	TRINITY_DN4608_c0_g1_i4	522.7	384
5913at6447	Missing
5916at6447	Duplicated	TRINITY_DN19018_c0_g2_i5	452.8	277
5916at6447	Duplicated	TRINITY_DN19018_c0_g2_i6	453.6	277
5917at6447	Missing
591at6447	Duplicated	TRINITY_DN6684_c0_g1_i10	1115.2	1107
591at6447	Duplicated	TRINITY_DN6684_c0_g1_i6	1114.1	1107
591at6447	Duplicated	TRINITY_DN6684_c0_g1_i9	1115.6	1107
5920at6447	Complete	TRINITY_DN10197_c0_g1_i1	291.2	259
5923at6447	Missing
5927at6447	Complete	TRINITY_DN7411_c0_g1_i5	573.0	437
5929at6447	Missing
592at6447	Complete	TRINITY_DN124_c1_g2_i2	1494.4	819
5933at6447	Complete	TRINITY_DN796_c0_g1_i1	384.0	182
5935at6447	Missing
5936at6447	Complete	TRINITY_DN18874_c1_g2_i2	471.8	260
5937at6447	Missing
5938at6447	Complete	TRINITY_DN34317_c0_g1_i1	487.1	306
5939at6447	Missing
5940at6447	Duplicated	TRINITY_DN5346_c1_g1_i1	494.4	276
5940at6447	Duplicated	TRINITY_DN5346_c1_g1_i6	495.2	296
5940at6447	Duplicated	TRINITY_DN5346_c1_g1_i9	494.0	276
5942at6447	Complete	TRINITY_DN14681_c0_g1_i2	392.8	371
5943at6447	Fragmented	TRINITY_DN27931_c0_g1_i3	248.7	248
5946at6447	Complete	TRINITY_DN14692_c0_g1_i1	408.9	257
594at6447	Duplicated	TRINITY_DN1955_c0_g1_i1	1405.7	696
594at6447	Duplicated	TRINITY_DN1955_c0_g1_i16	1405.6	696
594at6447	Duplicated	TRINITY_DN1955_c0_g1_i19	1405.5	696
5950at6447	Duplicated	TRINITY_DN12802_c0_g1_i1	494.9	413
5950at6447	Duplicated	TRINITY_DN12802_c0_g1_i2	495.1	411
5950at6447	Duplicated	TRINITY_DN12802_c0_g1_i3	495.1	413
5951at6447	Complete	TRINITY_DN18849_c0_g2_i1	353.3	261
5952at6447	Complete	TRINITY_DN21244_c1_g1_i1	432.9	295
5953at6447	Duplicated	TRINITY_DN22384_c0_g3_i2	547.0	327
5953at6447	Duplicated	TRINITY_DN22384_c0_g3_i4	547.0	327
5954at6447	Missing
5959at6447	Missing
5961at6447	Duplicated	TRINITY_DN27558_c0_g1_i1	521.8	365
5961at6447	Duplicated	TRINITY_DN27558_c0_g1_i2	543.8	363
5961at6447	Duplicated	TRINITY_DN27558_c0_g1_i3	543.8	363
5964at6447	Duplicated	TRINITY_DN4740_c0_g2_i1	530.1	429
5964at6447	Duplicated	TRINITY_DN4740_c0_g2_i3	529.9	429
5968at6447	Complete	TRINITY_DN1991_c1_g1_i1	469.0	356
596at6447	Duplicated	TRINITY_DN2798_c1_g1_i1	1458.5	1313
596at6447	Duplicated	TRINITY_DN2798_c1_g1_i2	1458.7	1313
596at6447	Duplicated	TRINITY_DN2798_c1_g1_i4	1458.4	1325
5970at6447	Duplicated	TRINITY_DN3338_c0_g1_i2	737.5	526
5970at6447	Duplicated	TRINITY_DN3338_c0_g1_i3	741.8	526
5970at6447	Duplicated	TRINITY_DN3338_c0_g1_i5	722.0	526
5973at6447	Missing
5974at6447	Missing
